CustomerID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,CustomerRowGUID,CustomerModifiedDate,StoreName,SalesPersonID
11722,IN,false,,Julian,S,Hughes,,0,{F176D369-9DA6-424A-BD63-91A515120611},2013-12-30T00:00:00.000Z,,
11723,IN,false,,Luke,A,Coleman,,0,{AF3FF679-CED7-4BAA-AF27-EF58C034A467},2013-07-03T00:00:00.000Z,,
11724,IN,false,,Jason,,Carter,,1,{35BFF108-44B1-439B-8A18-C804AFE00436},2013-07-08T00:00:00.000Z,,
11725,IN,false,,Jose,K,Li,,1,{883E6B18-80DC-4A52-A156-7DBDB18B6A27},2013-09-01T00:00:00.000Z,,
11726,IN,false,,Micah,R,Liang,,0,{77792383-BDCB-44AE-968B-C508B961534A},2014-03-12T00:00:00.000Z,,
11727,IN,false,,Benjamin,,Taylor,,1,{053BF025-BEC0-4FCC-887E-B89819B6EF0A},2012-03-13T00:00:00.000Z,,
11728,IN,false,,Logan,H,White,,1,{B6F97754-463C-4B0C-AB73-8E5B29ACF680},2013-11-11T00:00:00.000Z,,
11729,IN,false,,Caleb,,Campbell,,1,{1C04D088-1D79-457E-B23F-6461A265E00D},2013-12-27T00:00:00.000Z,,
11730,IN,false,,Emma,,Torres,,0,{9B968908-F409-4269-BEBC-8B5322C93D21},2013-10-11T00:00:00.000Z,,
11731,IN,false,,Tanya,H,Gill,,0,{72B2B4A1-7158-429D-8890-7AFF1CE070E2},2013-08-16T00:00:00.000Z,,
11732,IN,false,,Erick,,Sanchez,,0,{1F918A9B-EEA4-4FA3-8C4B-41736E085E0F},2013-11-09T00:00:00.000Z,,
11733,IN,false,,Kristi,J,Schmidt,,0,{60C77EAA-8FE5-4700-9449-997EC8E0E7A1},2014-06-03T00:00:00.000Z,,
11734,IN,false,,Omar,J,Chen,,0,{EB70382C-7E40-46EC-B7ED-3B2036767EF7},2013-11-21T00:00:00.000Z,,
11735,IN,false,,Sydney,K,Gray,,0,{1BE804A8-F76D-4402-8CBC-12B18C9A5B4B},2013-07-27T00:00:00.000Z,,
11736,IN,false,,Sebastian,,Sanchez,,0,{6B51AD7D-5189-4D0F-8E11-1FE83F5DD2EA},2014-03-19T00:00:00.000Z,,
11737,IN,false,,Megan,A,Martin,,2,{CEBB43A8-866D-4DA7-82AF-67D336D40DD8},2013-07-17T00:00:00.000Z,,
11738,IN,false,,Elijah,,Alexander,,0,{7B0A017D-C261-42F2-935F-7128B7DB5A13},2013-07-05T00:00:00.000Z,,
11739,IN,false,,Aaron,L,King,,0,{3F5BC336-BFDB-40CA-BCF2-EFAA0170B3C1},2013-06-15T00:00:00.000Z,,
11740,IN,false,,Jan,M,Hall,,0,{079C904E-D01F-4C92-BFB8-0EDE0C6DB530},2013-08-07T00:00:00.000Z,,
11741,IN,false,,Tamara,L,Chander,,1,{4519B1F9-734A-45BC-BE4B-61B922EF74EC},2012-03-16T00:00:00.000Z,,
11742,IN,false,,Edward,,Lewis,,0,{71B719B7-BAAB-4AF8-A2F3-B7120EEA868E},2012-03-04T00:00:00.000Z,,
11743,IN,false,,Chase,E,Kelly,,2,{C45ED384-8C48-4235-885D-A962B43501DD},2012-03-26T00:00:00.000Z,,
11744,IN,false,,Stephanie,D,Campbell,,0,{C95F0E50-45F7-4DC8-9725-A1776296FEDC},2013-09-13T00:00:00.000Z,,
11745,IN,false,,Allison,,Gonzalez,,0,{D7603897-79ED-4D07-B16A-BE10EC38237B},2012-03-11T00:00:00.000Z,,
11746,IN,false,,Seth,,Brooks,,2,{1E9A8E06-32DF-457F-9090-9D301684A4BC},2013-06-30T00:00:00.000Z,,
11747,IN,false,,Destiny,,Davis,,0,{0BE39640-7C4B-40A1-859E-CB173285F64A},2014-01-07T00:00:00.000Z,,
11748,IN,false,,Blake,,Hill,,0,{C792C662-868D-4F2D-8504-267E8EE0EA72},2013-11-07T00:00:00.000Z,,
11749,IN,false,,Eduardo,C,Jackson,,0,{527156AC-960A-4D1F-971A-335C9F9C7D69},2013-09-08T00:00:00.000Z,,
11750,IN,false,,Latoya,A,She,,2,{F411EE37-7029-4735-B5F4-4961FB812EA6},2011-12-14T00:00:00.000Z,,
11751,IN,false,,Victoria,,Gonzales,,2,{5EF752C2-B07F-4C42-B30E-F4C08728CFFD},2011-12-08T00:00:00.000Z,,
11752,IN,false,,Lauren,,Bryant,,0,{83664709-0158-44B0-AD5C-E592FFD07FE5},2013-07-30T00:00:00.000Z,,
11753,IN,false,,Felicia,J,Ortega,,2,{6E4B87F1-CA63-4808-AA15-055DB5BC81FE},2013-09-19T00:00:00.000Z,,
11754,IN,false,,Janet,L,Ortega,,0,{7DF5370D-325A-413E-BD26-6D045CF8F057},2011-12-16T00:00:00.000Z,,
11755,IN,false,,Willie,J,Pal,,2,{34B216A1-0A64-4664-84F2-BD0B981BF3A7},2013-10-31T00:00:00.000Z,,
11756,IN,false,,Linda,C,Ortega,,2,{2AFC4F2A-84F2-4CBC-A35C-360CC4143A99},2011-12-28T00:00:00.000Z,,
11757,IN,false,,Vincent,L,Cai,,0,{82D78DF1-DBA7-4A65-96D2-E4ADF78EC3B4},2013-07-26T00:00:00.000Z,,
11758,IN,false,,Colin,,Yuan,,2,{1EC69ED0-54A6-418F-B7AE-9F97C289FE6F},2013-08-30T00:00:00.000Z,,
11759,IN,false,,Dawn,L,Nath,,0,{02DD4CCD-42BF-430F-A825-FD190115F7DF},2011-12-10T00:00:00.000Z,,
11760,IN,false,,Melody,R,Moreno,,0,{7087A597-8655-4BCD-B255-667DDC25BACF},2013-08-31T00:00:00.000Z,,
11761,IN,false,,Edgar,,Mehta,,0,{49181B05-4902-482B-ADC0-5CEEF7EAE794},2012-01-05T00:00:00.000Z,,
11762,IN,false,,Randall,R,Gomez,,2,{246A5181-5C35-49BC-A0DA-316832A6B722},2012-01-07T00:00:00.000Z,,
11763,IN,false,,Ross,R,Fernandez,,0,{8F690F2C-DE36-49AD-A186-549CF8D5EB61},2013-07-02T00:00:00.000Z,,
11764,IN,false,,Jessie,R,Ramos,,1,{DC8310A1-DDE1-43FC-91A8-2E52B08C2F6B},2012-02-09T00:00:00.000Z,,
11765,IN,false,,Marc,,Torres,,0,{02BB0C5F-3D64-40CC-AF75-9F4336A4883E},2012-02-12T00:00:00.000Z,,
11766,IN,false,,Candace,M,Raman,,2,{54315B75-3806-4256-A3BC-2283FC1D0A83},2012-02-19T00:00:00.000Z,,
11767,IN,false,,Meagan,,Madan,,2,{EE2F2BC8-EAA3-4D32-9D67-A93339E75AEC},2012-02-17T00:00:00.000Z,,
11768,IN,false,,Clayton,,Nara,,0,{3BDAFB3C-7811-404F-9010-98AEBBEEE1AE},2012-02-03T00:00:00.000Z,,
11769,IN,false,,Haley,L,Hernandez,,1,{76E1A0D9-C057-4587-9343-28C009CBDA82},2013-09-28T00:00:00.000Z,,
11770,IN,false,,Peter,T,Nara,,0,{F9839D8B-E2BE-4327-A83D-8E14760057FC},2014-01-08T00:00:00.000Z,,
11771,IN,false,,Isaac,D,Rivera,,0,{CF7529D9-461B-4433-B8C4-FA20BC4B1468},2013-08-31T00:00:00.000Z,,
11772,IN,false,,Cameron,M,Moore,,1,{28CC447C-E9C3-4F59-97C1-1766535E567F},2012-03-09T00:00:00.000Z,,
11773,IN,false,,Gavin,E,Diaz,,0,{80E64919-C421-4F6D-BCCE-6AE0610C877B},2012-03-24T00:00:00.000Z,,
11774,IN,false,,Emma,,Sanchez,,0,{FB298297-DD5B-4F87-AFD6-35F95B5EF247},2012-03-27T00:00:00.000Z,,
11775,IN,false,,Sierra,,Roberts,,0,{B1C0909B-6F9B-49E1-878F-F19FB28C1B7C},2012-03-04T00:00:00.000Z,,
11776,IN,false,,Seth,A,Mitchell,,0,{538D0230-B4B2-4CC6-8DD1-D8BF191819B1},2012-03-06T00:00:00.000Z,,
11777,IN,false,,Miranda,,Long,,0,{427F8357-DE1C-41D5-B07C-314792F35E99},2012-03-15T00:00:00.000Z,,
11778,IN,false,,Haley,A,Henderson,,1,{CC38F32C-DB1C-4B1B-BC55-A38255A33AD3},2012-03-28T00:00:00.000Z,,
11779,IN,false,,Sarah,P,Jackson,,1,{1695C660-2422-4398-BE85-21B1FB6E7BEF},2012-03-18T00:00:00.000Z,,
11780,IN,false,,Jessica,K,Alexander,,1,{9C3280AD-BEAF-495E-8BC4-99061A6F1A5A},2012-03-16T00:00:00.000Z,,
11781,IN,false,,Carlos,,Gray,,2,{2A321DC3-D22C-4032-AB7B-28B8DE77E21F},2013-08-06T00:00:00.000Z,,
11782,IN,false,,Barbara,K,Jai,,2,{DEA8B089-98D2-4B0C-9216-B887576E4D6B},2014-01-02T00:00:00.000Z,,
11783,IN,false,,Sara,A,Mitchell,,1,{76B3A7FF-84EA-4795-A245-8473C381595A},2013-08-23T00:00:00.000Z,,
11784,IN,false,,Jose,,Turner,,0,{2BE26816-4FFD-4224-AFED-C838676E226B},2013-09-12T00:00:00.000Z,,
11785,IN,false,,Theodore,D,Diaz,,0,{B160E7A3-F53C-447E-B9D1-256C50F52C6C},2013-09-21T00:00:00.000Z,,
11786,IN,false,,Ian,G,Murphy,,1,{360B0D10-6319-4075-BC8C-E623F47F0A2E},2014-05-31T00:00:00.000Z,,
11787,IN,false,,Jerry,,Nath,,2,{0EAB0574-D95B-470D-9E57-8E714E98EC8C},2014-03-15T00:00:00.000Z,,
11788,IN,false,,Destiny,A,James,,0,{4141F557-6706-4B74-846B-2F5A7B92130D},2013-10-09T00:00:00.000Z,,
11789,IN,false,,Bailey,,Phillips,,0,{F2811B3A-C6D6-4C35-B69D-CB4979FCF9B3},2013-08-07T00:00:00.000Z,,
11790,IN,false,,Timothy,C,Gonzalez,,0,{ED51F8A8-0655-4201-A78D-BD02942BE4AE},2013-08-11T00:00:00.000Z,,
11791,IN,false,,Chase,D,Morgan,,0,{6B79B4C6-1510-4DC2-9F27-07B113A086A5},2014-03-01T00:00:00.000Z,,
11792,IN,false,,Alexia,J,Perry,,2,{8E25E34E-2DDA-4C9D-A504-08D6F0409726},2013-10-03T00:00:00.000Z,,
11793,IN,false,,Xavier,G,Rogers,,1,{C6FB14E2-310C-4057-BC22-952769E244A7},2013-07-07T00:00:00.000Z,,
11794,IN,false,,Lauren,,Ross,,0,{E173EA27-2390-4A19-82DB-9CB028286F34},2014-04-30T00:00:00.000Z,,
11795,IN,false,,Nicole,,Thomas,,0,{8D8D96DF-CFB9-406F-900A-47040A55C9FE},2013-12-12T00:00:00.000Z,,
11796,IN,false,,Isabel,C,Jenkins,,2,{8466BA9B-A43D-453B-9417-172C7C8894D4},2012-03-17T00:00:00.000Z,,
11797,IN,false,,Devin,R,Coleman,,0,{4973DED4-106A-4B7A-B3AB-53D88FCB49F9},2012-03-15T00:00:00.000Z,,
11798,IN,false,,Brendan,Q,Chande,,1,{F848423E-FA32-4AA3-B814-873748E7A128},2012-03-16T00:00:00.000Z,,
11799,IN,false,,Jessie,B,Wang,,0,{FDAF6253-4F5A-4483-8E46-F3FA8CB72A0A},2012-03-11T00:00:00.000Z,,
11800,IN,false,,Jennifer,M,Baker,,2,{8AD64F78-91B2-4176-96B7-6B57452FB444},2014-01-10T00:00:00.000Z,,
11801,IN,false,,Aaron,J,Sharma,,1,{3CCE030E-4545-4FDA-A78E-F86637F57BB0},2014-05-14T00:00:00.000Z,,
11802,IN,false,,Madison,A,Taylor,,0,{E70BFE59-4A88-435E-82D0-A3FB100A490F},2013-07-28T00:00:00.000Z,,
11803,IN,false,,Jan,L,Hernandez,,0,{0353A207-F363-4DA7-A5CF-817483D6390C},2013-12-29T00:00:00.000Z,,
11804,IN,false,,Haley,M,Turner,,0,{EFD462AA-2E47-4E02-AFFB-DDE8C32F36E5},2013-10-29T00:00:00.000Z,,
11805,IN,false,,Richard,M,Green,,2,{2A216927-5194-47BE-BDB3-82196049D590},2013-09-23T00:00:00.000Z,,
11806,IN,false,,Jennifer,S,Stewart,,1,{0CC18E7B-C35C-460E-93C5-D7DDD29DFF1B},2013-07-24T00:00:00.000Z,,
11807,IN,false,,Lucas,,Baker,,0,{CD05EC4C-F2D7-42E8-AA4E-07D5B401DA6F},2013-09-13T00:00:00.000Z,,
11808,IN,false,,James,,Parker,,1,{2C6FEB14-C11A-4E99-B799-8ED7028BB975},2013-08-26T00:00:00.000Z,,
11809,IN,false,,Juan,,Gray,,0,{12524C9A-FA2C-4F21-8BC1-57CAB5781B77},2012-03-22T00:00:00.000Z,,
11810,IN,false,,Antonio,K,Washington,,1,{9CA86BC3-D737-4572-B445-ADBDFEF58B17},2012-03-21T00:00:00.000Z,,
11811,IN,false,,Abigail,C,Brooks,,2,{AEC86DC2-6A80-4861-83E3-B27207400C76},2012-03-16T00:00:00.000Z,,
11812,IN,false,,Andrew,N,Rodriguez,,1,{5C8BFB85-1C80-4E6C-907C-41BC270DF231},2012-03-04T00:00:00.000Z,,
11813,IN,false,,Mary,,Patterson,,0,{393B3940-E575-4818-89BB-EF36588253B2},2012-03-17T00:00:00.000Z,,
11814,IN,false,,Dalton,L,Morgan,,1,{7653CBA3-9BBC-4A74-9EE4-306A2E858D5E},2013-11-23T00:00:00.000Z,,
11815,IN,false,,Hannah,J,Patterson,,0,{43D5F97A-D1DE-4F6A-92D3-8285500E6A26},2012-03-03T00:00:00.000Z,,
11816,IN,false,,Joe,A,Torres,,1,{48DFDB71-9065-48B7-BC96-35A8FDD84F4C},2012-03-03T00:00:00.000Z,,
11817,IN,false,,Morgan,C,Miller,,2,{D4A3C204-66FF-4107-8B93-C97D6C42F7E1},2012-03-14T00:00:00.000Z,,
11818,IN,false,,Daniel,C,Garcia,,0,{30C6B887-698C-4E4F-8792-F99A83CCFE03},2012-03-22T00:00:00.000Z,,
11819,IN,false,,Jose,,Lal,,2,{6E41930C-A7F8-4FDA-89EC-DAAF4979023C},2013-07-18T00:00:00.000Z,,
11820,IN,false,,Katelyn,,Lopez,,2,{E467C3C7-7B1A-4EFC-A5B3-AB023D3CC65F},2013-07-12T00:00:00.000Z,,
11821,IN,false,,Austin,,Johnson,,0,{7D0BA7D8-F423-4909-876E-C4C31F51CD51},2013-12-30T00:00:00.000Z,,
11822,IN,false,,Rohinton,H,Wadia,,0,{33EB6EBF-D713-46B7-ABFC-6F9178672C7A},2013-10-20T00:00:00.000Z,,
11823,IN,false,,Morgan,,Turner,,0,{AB25119A-6E8A-4217-AC89-A0207528310E},2013-10-18T00:00:00.000Z,,
11824,IN,false,,Jill,C,Martin,,0,{094284E3-2CBB-4CC1-90D7-4355AD56FE34},2013-08-18T00:00:00.000Z,,
11825,IN,false,,Aimee,,She,,0,{B3F0FB68-4403-4ADE-97E3-0E96D053F74A},2012-03-17T00:00:00.000Z,,
11826,IN,false,,Jessie,J,Alonso,,0,{EFE21927-FAD4-46AF-8BA1-948E9E881FB2},2012-03-28T00:00:00.000Z,,
11827,IN,false,,Sara,M,Baker,,0,{1F08937F-90A0-4550-91ED-E44C450E28B8},2013-07-23T00:00:00.000Z,,
11828,IN,false,,Katherine,,Martinez,,2,{F477F977-543E-427A-BAE2-C7F589FA8607},2013-09-03T00:00:00.000Z,,
11829,IN,false,,Sophia,,Campbell,,1,{2CF6BFB6-DF6D-42D5-B2FF-A234D1F2216A},2013-08-13T00:00:00.000Z,,
11830,IN,false,,Taylor,N,Garcia,,2,{1AF8995A-F2FF-42FE-8F8A-EDD37E84DAC5},2012-02-29T00:00:00.000Z,,
11831,IN,false,,Christian,,Ross,,0,{6B127EE1-0649-493E-AE26-2051FB02E777},2012-03-28T00:00:00.000Z,,
11832,IN,false,,Zoe,,Murphy,,1,{B8EA94CB-C5D4-40E7-B010-F9D8094B028E},2013-07-21T00:00:00.000Z,,
11833,IN,false,,Oscar,G,Price,,1,{A60A7192-BF6F-424C-8ED3-42B8B6D09F8E},2013-11-12T00:00:00.000Z,,
11834,IN,false,,Fernando,M,Flores,,2,{9ACC7822-E1B2-4581-B183-E14A8EB4A7C1},2012-03-23T00:00:00.000Z,,
11835,IN,false,,Elijah,M,Russell,,2,{1493B488-6547-4F13-8A16-AB4C18F97FE8},2013-06-12T00:00:00.000Z,,
11836,IN,false,,Garrett,,Travers,,2,{24CF8562-AF7E-4EBE-9999-53C2B59CC92C},2013-08-24T00:00:00.000Z,,
11837,IN,false,,Haley,,Alexander,,0,{BD8868FD-4CAD-41AD-AA3F-3D54F009F322},2012-03-14T00:00:00.000Z,,
11838,IN,false,,Justin,J,Rodriguez,,0,{21901381-27C0-47C5-82C8-B4BE38F81296},2013-10-31T00:00:00.000Z,,
11839,IN,false,,Tyler,,Brown,,1,{48AD3AA7-C417-4B87-AF91-9355A6F7EC7F},2012-03-27T00:00:00.000Z,,
11840,IN,false,,Julian,D,Patterson,,1,{C830EFB2-F5C2-4721-9EE0-4554F6BD88EC},2013-09-30T00:00:00.000Z,,
11841,IN,false,,Sean,,Nelson,,0,{B20E9E32-A3E9-4471-8851-8CEADF24B5B1},2013-10-20T00:00:00.000Z,,
11842,IN,false,,Justin,,Wilson,,0,{51A61E92-03A8-4D02-98FF-54CC5250CBF0},2013-10-12T00:00:00.000Z,,
11843,IN,false,,Christy,,Nara,,0,{F95AAADA-A9F3-4CF0-87A3-324054F1AC99},2013-07-10T00:00:00.000Z,,
11844,IN,false,,Michele,J,Alvarez,,0,{72F87A45-7045-4AA9-A5C0-3883022A8390},2014-03-07T00:00:00.000Z,,
11845,IN,false,,Natalie,A,Jones,,2,{FEFBE9FD-7DDC-4225-9A2C-A55A7ECBC1AB},2013-07-16T00:00:00.000Z,,
11846,IN,false,,Savannah,A,Reed,,0,{B974F477-D657-4449-8546-4B1C2362B40A},2013-09-28T00:00:00.000Z,,
11847,IN,false,,Cassidy,,Diaz,,2,{CAAD04F9-A7EE-4BC0-9F8D-12FA0CC5D0DA},2013-11-28T00:00:00.000Z,,
11848,IN,false,,Joshua,C,Lewis,,0,{39A92EFC-5D19-4FD7-97CC-46D75B217ADB},2013-12-27T00:00:00.000Z,,
11849,IN,false,,Faith,C,Reed,,1,{2634AA04-79D1-4D06-9743-1A9EB8C56617},2014-04-29T00:00:00.000Z,,
11850,IN,false,,Brooke,C,Ramirez,,0,{B7DA4A50-095D-47C7-895E-A6721DBA214B},2013-09-08T00:00:00.000Z,,
11851,IN,false,,Jada,,Mitchell,,0,{49F9C672-FB11-4F1A-8652-56EBA3024D85},2013-11-16T00:00:00.000Z,,
11852,IN,false,,Kyle,M,Russell,,2,{DA98881D-1F81-4167-B6C9-F470157E9D60},2013-12-10T00:00:00.000Z,,
11853,IN,false,,Grace,,Jones,,1,{05D576CD-B1FD-49DD-A0CA-6AE62753B20B},2013-10-10T00:00:00.000Z,,
11854,IN,false,,Jason,K,Mitchell,,0,{F94C94C5-2AD0-4609-B773-3A281D76D405},2012-03-26T00:00:00.000Z,,
11855,IN,false,,Christian,,Walker,,0,{3F1C9BF5-B240-45E3-895C-62D3772029C8},2013-09-27T00:00:00.000Z,,
11856,IN,false,,Seth,M,Hernandez,,0,{E0395569-89BC-41F2-9D49-54A14FB11467},2014-05-01T00:00:00.000Z,,
11857,IN,false,,Isabella,,Young,,2,{DED78E22-8302-4E19-B84B-DB2C72AD5EB9},2014-03-08T00:00:00.000Z,,
11858,IN,false,,Jordan,A,Coleman,,0,{AB9D18D9-C6FF-4B92-9300-3CAAF0307E78},2013-08-27T00:00:00.000Z,,
11859,IN,false,,Blake,J,Garcia,,0,{222DF2C2-CD22-4277-8378-3C3B36E9CE74},2013-09-22T00:00:00.000Z,,
11860,IN,false,,Nicole,,Walker,,0,{471FEBB5-CF29-41E3-B67C-A19716BE5F27},2013-12-03T00:00:00.000Z,,
11861,IN,false,,Katherine,,Carter,,0,{D77636FA-F93B-49B9-BBCD-9D2C7218C133},2013-10-14T00:00:00.000Z,,
11862,IN,false,,Olivia,,Peterson,,1,{88509B20-3EFE-4782-9365-10D9FCF598D7},2013-10-16T00:00:00.000Z,,
11863,IN,false,,Jessica,,Wood,,0,{A053C78A-E2CF-4ED5-98CA-6CF7A50D8088},2014-02-03T00:00:00.000Z,,
11864,IN,false,,Elizabeth,W,Thompson,,2,{6EF1A5C3-E50A-499B-A72F-DEBE1B907B3E},2013-08-01T00:00:00.000Z,,
11865,IN,false,,Chloe,R,Rivera,,0,{4255FCD8-84C3-41F4-9DAF-B72BD0BCF25A},2013-07-20T00:00:00.000Z,,
11866,IN,false,,Lucas,L,Scott,,1,{C592B7EE-E581-4FAB-B6AB-FD43D0CCC4E9},2013-07-21T00:00:00.000Z,,
11867,IN,false,,Nathaniel,C,James,,0,{370DCC86-281D-4165-AAC8-75FB4C273A03},2013-11-04T00:00:00.000Z,,
11868,IN,false,,Jessica,M,Peterson,,2,{1AD48620-ABE7-4740-BE2C-5A9756E29296},2013-07-05T00:00:00.000Z,,
11869,IN,false,,Kaitlyn,A,Adams,,0,{30733E4A-304A-4D63-8291-BD9998487386},2013-08-20T00:00:00.000Z,,
11870,IN,false,,Jillian,,Garcia,,1,{083ECC30-56EC-44A4-BE3B-EB2BE540DD2D},2013-12-20T00:00:00.000Z,,
11871,IN,false,,Dalton,L,Bennett,,1,{D55A1E80-E903-4BC7-AEB4-A7C427E6A3B9},2013-07-26T00:00:00.000Z,,
11872,IN,false,,Faith,L,Patterson,,0,{D7F3BBC9-AB35-4A87-863D-2E1745D42311},2012-03-22T00:00:00.000Z,,
11873,IN,false,,Ryan,,Zhang,,2,{7ABF9705-CD0B-40B7-96C4-BCF79E490BBB},2012-03-08T00:00:00.000Z,,
11874,IN,false,,Adrian,,Bell,,1,{CC741525-EBEE-4FFC-8F36-DD2217B6EE7F},2013-12-19T00:00:00.000Z,,
11875,IN,false,,Jonathan,,Brown,,1,{957F8D2E-9D64-4E62-9909-F9A259C1DD32},2013-09-20T00:00:00.000Z,,
11876,IN,false,,Madison,L,White,,0,{D709F679-7474-41C3-9523-066EC41CD4C9},2013-11-19T00:00:00.000Z,,
11877,IN,false,,Alexis,,Diaz,,0,{AD4CA5BF-9E61-41FA-BC88-0D53A715F054},2014-03-07T00:00:00.000Z,,
11878,IN,false,,Christine,,Nara,,1,{385B2FB3-EBC8-46EB-8214-FE2503F4DCD4},2014-05-02T00:00:00.000Z,,
11879,IN,false,,Edgar,,Sai,,0,{6D3A09E4-8873-4FB8-B8ED-33892B4D12AF},2013-07-30T00:00:00.000Z,,
11880,IN,false,,Melissa,,Sanchez,,1,{06D86581-0A94-4B6D-A035-B16323EC9CB7},2013-09-10T00:00:00.000Z,,
11881,IN,false,,Richard,T,Mitchell,,1,{E81D3D8D-092C-4220-83DA-C59DA3F6317F},2014-05-04T00:00:00.000Z,,
11882,IN,false,,Patrick,L,Stewart,,2,{EA9370EF-FF0D-496E-A4C4-2D007B5D7FB9},2013-07-20T00:00:00.000Z,,
11883,IN,false,,Hannah,C,Anderson,,0,{317A0163-D99C-4013-8649-D1031F598E19},2013-07-24T00:00:00.000Z,,
11884,IN,false,,Latoya,S,Shen,,1,{66FC1144-32DE-4BB1-8892-4C6346489AA6},2013-07-20T00:00:00.000Z,,
11885,IN,false,,Kurt,,Sharma,,2,{AEC6D885-947E-44AB-A419-12756CCBD896},2012-03-29T00:00:00.000Z,,
11886,IN,false,,Katelyn,,Parker,,0,{FFF579A8-900B-4FAE-805D-E0585601AC1C},2012-03-29T00:00:00.000Z,,
11887,IN,false,,Joseph,,White,,0,{4D10043A-6657-4DD6-AE89-B87E254413D7},2013-10-28T00:00:00.000Z,,
11888,IN,false,,Aaron,N,Ross,,1,{ECCA2A89-B73D-4DC3-AB11-97E4E6A16542},2013-08-18T00:00:00.000Z,,
11889,IN,false,,Blake,,Patterson,,2,{EE9349D6-1BAD-4C7F-B0B1-C85CA8D6248D},2013-07-26T00:00:00.000Z,,
11890,IN,false,,Whitney,,Lopez,,0,{8040099E-F4CC-482D-BB76-31A58EADD45F},2013-08-29T00:00:00.000Z,,
11891,IN,false,,Jamie,E,Liang,,0,{5FDF30A0-F18C-455F-A347-2730FA157189},2013-08-07T00:00:00.000Z,,
11892,IN,false,,Julio,M,Ortega,,0,{0D1FAC4C-ECD4-4C83-9C5B-02EE46FF4E87},2012-02-04T00:00:00.000Z,,
11893,IN,false,,Orlando,J,Carlson,,0,{D19D0F85-3C37-4846-9FDB-B854D44CC686},2012-01-31T00:00:00.000Z,,
11894,IN,false,,Ann,,Gonzalez,,0,{A0C34669-0006-49FB-AF5D-D8A65DDCDEEE},2012-02-22T00:00:00.000Z,,
11895,IN,false,,Dustin,,Chander,,1,{5825ED3D-487D-4A8A-A009-DA689EB3E028},2012-02-12T00:00:00.000Z,,
11896,IN,false,,Frank,,Carlson,,2,{14AE059E-A206-4777-BC3C-90412BD58223},2012-02-01T00:00:00.000Z,,
11897,IN,false,,Orlando,I,Ashe,,0,{722045BE-C16F-47FE-89AA-44757D0B6028},2012-01-30T00:00:00.000Z,,
11898,IN,false,,Angela,T,Henderson,,2,{BE630B48-FDF4-4983-BCB1-F73048D2248E},2012-02-14T00:00:00.000Z,,
11899,IN,false,,Brenda,,Perez,,0,{D3214EE7-3D50-4047-8416-7DA4120BB195},2012-02-04T00:00:00.000Z,,
11900,IN,false,,Byron,,Carlson,,0,{A70C70BF-0745-4411-99D9-D9DCA1823BEB},2012-02-21T00:00:00.000Z,,
11901,IN,false,,Stacy,,Alvarez,,0,{C3030F6D-6911-42D3-A57A-CE10ACCC57B1},2012-02-10T00:00:00.000Z,,
11902,IN,false,,Drew,,Pal,,1,{6592D81F-0288-4738-8360-9F6A70641953},2013-07-24T00:00:00.000Z,,
11903,IN,false,,Kate,L,Raji,,0,{796994B5-ABC7-4A86-90E4-F6474E358FE2},2012-02-21T00:00:00.000Z,,
11904,IN,false,,Kaylee,,Cook,,1,{7885D762-63D6-4BDD-9716-89A2D4E0812A},2012-02-17T00:00:00.000Z,,
11905,IN,false,,Isaiah,,Ramirez,,2,{E46F9FBE-13DC-48DF-A838-15B64D34F40E},2012-01-29T00:00:00.000Z,,
11906,IN,false,,Gabriella,,Sanders,,1,{455B6452-7ABC-4F5E-91C7-087F14F48858},2012-02-10T00:00:00.000Z,,
11907,IN,false,,Sarah,,Garcia,,0,{8D6F9CA3-0642-4457-862D-7C5B786CC2CB},2012-02-28T00:00:00.000Z,,
11908,IN,false,,Rafael,A,Tang,,1,{AC6E72F7-E28D-4F72-BBF6-F865725AD981},2012-02-19T00:00:00.000Z,,
11909,IN,false,,Nichole,M,She,,2,{FE467998-53A5-41D2-BB3D-658419849242},2012-02-20T00:00:00.000Z,,
11910,IN,false,,Jaclyn,F,Zheng,,2,{4AFB1118-0C6A-48D3-9923-E5E6474FCE74},2012-03-10T00:00:00.000Z,,
11911,IN,false,,Rachael,D,Kapoor,,1,{1C4E4CF8-42F4-4D64-9765-CA035756439E},2013-11-01T00:00:00.000Z,,
11912,IN,false,,Rachael,,Sai,,1,{15F84FA4-8E6F-4EA4-9C47-624BC15BFEBA},2012-03-28T00:00:00.000Z,,
11913,IN,false,Ms.,Rebecca,A.,Robinson,,0,{1B81EF06-05C2-4D27-960F-4455938CB255},2014-05-05T00:00:00.000Z,,
11914,IN,false,,Meagan,M,Rana,,0,{007D12A3-FF75-4ABA-B8FC-8C617FF67336},2012-03-19T00:00:00.000Z,,
11915,IN,false,,Philip,P,Carlson,,0,{3080CA9A-F2E7-443F-A032-DCF706BD1B31},2012-03-03T00:00:00.000Z,,
11916,IN,false,,Joe,D,Rana,,0,{5DA10B01-4BA4-4574-9DB7-4A31474C6E62},2012-03-02T00:00:00.000Z,,
11917,IN,false,,Roy,R,Sanz,,0,{D324CFFE-AD45-4293-9321-3B2ACA0E3BEB},2012-03-28T00:00:00.000Z,,
